donde_estas_trabajando,dedicacion,tipo_de_contrato,ultimo_salario_mensual_o_retiro_bruto_en_tu_moneda_local,ultimo_salario_mensual_o_retiro_neto_en_tu_moneda_local,pagos_en_dolares,si_tu_sueldo_esta_dolarizado_cual_fue_el_ultimo_valor_del_dolar_que_tomaron,anos_de_experiencia,antigüedad_en_la_empresa_actual,tiempo_en_el_puesto_actual,cuantas_personas_a_cargo_tenes,tengo_edad,seniority
Córdoba,Full-Time,Remoto (empresa de otro país),900000,900000,Cobro todo el salario en dólares,,6,1,6,0,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),257000,216000,,,2,2,2,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),117000,99000,,,1,0,0,0,25,Junior
Mendoza,Full-Time,Staff (planta permanente),180000,,Cobro parte del salario en dólares,Dolar oficial,2,2,2,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),650000,320000,,,30,6,6,4,50,Senior
Chaco,Full-Time,Remoto (empresa de otro país),1480000,1480000,Cobro todo el salario en dólares,,2,0,0,0,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),476245,266391+500usd,Cobro parte del salario en dólares,187,2,8,1,0,35,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),214000,248000,,,2,0,0,0,31,Junior
Santa Fe,Full-Time,Staff (planta permanente),260000,210000,,,0,8,0,0,34,Junior
Mendoza,Full-Time,Staff (planta permanente),480000,438000,,,9,2,1,0,46,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),275000,222000,,,2,1.5,0,1,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),330000,299000,,,12,8,8,0,37,Senior
Córdoba,Part-Time,Freelance,75000,40000,,,0,0,0,0,24,Junior
Buenos Aires,Full-Time,Staff (planta permanente),1300000,650000,Cobro parte del salario en dólares,180,7,5,5,0,32,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),800000,650000,Cobro parte del salario en dólares,178,12,3,3,1,36,Senior
Buenos Aires,Part-Time,Staff (planta permanente),150000,180000,,,0,0,0,0,32,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000,250000,,,10,7,7,0,34,Senior
Río Negro,Full-Time,Staff (planta permanente),420000,320000,,,5,15,6,0,41,Semi-Senior
Entre Ríos,Part-Time,Tercerizado (trabajo a través de consultora o agencia),240000,220000,Cobro parte del salario en dólares,,1,1,1,0,25,Junior
Buenos Aires,Full-Time,Staff (planta permanente),140000,120000,,,0,0,0,0,23,Junior
Córdoba,Part-Time,Staff (planta permanente),68000,56000,,340,1,1,1,1,21,Junior
Buenos Aires,Full-Time,Staff (planta permanente),1200000,120000,,,4,2,0,0,40,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),200000,166000,,,0,0,0,0,35,Junior
Buenos Aires,Part-Time,Remoto (empresa de otro país),380000,360000,Cobro todo el salario en dólares,370,0,0,0,0,21,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),400000,350000,,,10,3,1,7,29,Senior
Buenos Aires,Full-Time,Staff (planta permanente),330000,270000,,,2,1,1,0,37,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),254000,185000,,,6,6,6,0,46,Senior
Buenos Aires,Full-Time,Staff (planta permanente),750000,480000,,,15,1,1,2,41,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),146000,124000,,,0,0,0,0,24,Junior
Buenos Aires,Full-Time,Staff (planta permanente),403700,321455,,,4,0,0,0,26,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),320009,275000,,,6,2,2,0,36,Senior
Buenos Aires,Full-Time,Staff (planta permanente),750000,455000,,,25,25,13,11,45,Senior
Buenos Aires,Full-Time,Staff (planta permanente),250000,280000,,,10,16,10,4,39,Senior
Córdoba,Full-Time,Staff (planta permanente),128000,104000,,,1,0,0,0,33,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),950000,600000,,,25,1,1,2,46,Senior
Buenos Aires,Full-Time,Staff (planta permanente),165312,136299,,,1,1,1,0,21,Junior
Buenos Aires,Full-Time,Staff (planta permanente),800000,500000,,,15,7,0,4,44,Senior
Buenos Aires,Part-Time,Staff (planta permanente),74000,64000,,,1,1,1,0,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),170000,141000,,,0,0,0,0,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),360000,270000,,,6,1,1,0,28,Senior
Mendoza,Full-Time,Staff (planta permanente),140000,120000,,,8,0,0,0,29,Senior
Buenos Aires,Full-Time,Staff (planta permanente),70000,500000,,,3,2,2,6,28,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),240000,204000,,,4,5,2,0,24,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),180000,160000,,,2,2,2,0,25,Junior
Misiones,Full-Time,Staff (planta permanente),120000,94000,,,0,0,0,0,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),360000,330000,,,5,0,0,4,33,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),585000,460000,,,20,13,0,0,40,Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),210000,180000,,,1,1,0,0,23,Junior
Córdoba,Full-Time,Freelance,135000,125000,,,0,0,0,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),180000,140000,,,2,0,0,0,23,Junior
Córdoba,Full-Time,Staff (planta permanente),210000,185000,,,0,0,0,0,40,Junior
Córdoba,Full-Time,Staff (planta permanente),250000,200000,,,3,3,1,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),250000,210000,,,1,1,1,0,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),315000,260000,,,10,4,1,0,38,Senior
Mendoza,Full-Time,Staff (planta permanente),140000,120000,,,2,2,2,2,20,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000,275000,,,7,0,1,0,31,Senior
Buenos Aires,Full-Time,Staff (planta permanente),118000,98000,,,0,0,0,0,27,Junior
Córdoba,Full-Time,Staff (planta permanente),280000,232000,Cobro parte del salario en dólares,Pago por payoneer,7,0,0,0,33,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),310000,257000,Mi sueldo está dolarizado (pero cobro en moneda local),,14,1,1,9,47,Senior
Catamarca,Full-Time,Staff (planta permanente),100000,100000,,,6,0,0,0,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),157000,122900,,,1.5,1.5,0,2,33,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Remoto (empresa de otro país),876000,876000,Cobro todo el salario en dólares,Blue - 5%,1.5,0,1.5,0,22,Junior
Entre Ríos,Full-Time,Staff (planta permanente),850000,500000,,,7,2,2,0,34,Senior
Córdoba,Full-Time,Staff (planta permanente),185000,160000,,,4,0,0,0,29,Semi-Senior
Tucumán,Full-Time,Remoto (empresa de otro país),200000,200000,Cobro todo el salario en dólares,,0,0,0,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),432000,362000,,,4,4,4,7,34,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),730000,580000,Cobro parte del salario en dólares,,11,3,1,5,35,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),105000,87000,,,0,0,0,0,22,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),180000,180000,Mi sueldo está dolarizado (pero cobro en moneda local),300,10,2,2,0,38,Senior
Córdoba,Full-Time,Staff (planta permanente),273000,226000,,,4,0,0,0,27,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),430000,340,,,22,0,3,0,45,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),410000,320000,,,11,3,2,30,32,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),750000,400000,,,2,1,1,0,24,Junior
San Juan,Full-Time,Staff (planta permanente),225000,190000,,,1,0,0,0,28,Junior
Buenos Aires,Full-Time,Staff (planta permanente),120000,166000,,,0,0,0,0,21,Junior
Mendoza,Full-Time,Staff (planta permanente),150000,140000,,,15,3.5,3.5,2,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000,240000,,,6,3,1,2,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),265000,220000,,,2,0,0,0,24,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),140000,112000,,,1,1,1,0,25,Junior
Salta,Full-Time,Remoto (empresa de otro país),420000,420000,Cobro todo el salario en dólares,,0,0,0,0,23,Junior
Córdoba,Full-Time,Staff (planta permanente),200000,180000,,,3,0,0,0,24,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),217728,185859,,,3,1.5,1.5,0,22,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),77000,68000,,,1,1,1,1,21,Junior
Buenos Aires,Full-Time,Staff (planta permanente),122000,101000,,,10,6,6,0,34,Senior
Ciudad Autónoma de Buenos Aires,Part-Time,Tercerizado (trabajo a través de consultora o agencia),160000,135000,,,0,0,0,0,23,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),310000,250000,,,4,2,2,0,30,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),370000,340000,,,14,1,1,0,34,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000,700000,,,1,0,1,0,34,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),866000,830000,Cobro todo el salario en dólares,,3,1.7,1.7,0,25,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),215000,138000,,,1,1,1,0,25,Junior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),190000,160000,,,3,0,3,0,24,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),374000,292600,,,2,2,0,0,26,Junior
Buenos Aires,Full-Time,Staff (planta permanente),210000,180000,,,0,1,1,0,26,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000,180000,,,2,1,1,0,33,Junior
Córdoba,Full-Time,Staff (planta permanente),285000,236550,,,1,1,1,0,31,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),450000,350000,,,5,10,5,0,48,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),180000,140000,,,10,10,3,0,33,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),450000,300000,,,6,0,0,0,27,Senior
Buenos Aires,Full-Time,Staff (planta permanente),185000,160000,,,20,14,9,0,42,Senior
Buenos Aires,Part-Time,Freelance,80000,80000,,,5,1,1,0,40,Semi-Senior
Santa Fe,Full-Time,Freelance,230000,200000,,,4,6,3,6,34,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),472000,393000,,,4,4,2,2,27,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),256000,210000,,,1,10,1,0,36,Junior
Mendoza,Full-Time,Staff (planta permanente),171000,550000,Cobro parte del salario en dólares,,10,0,0,35,31,Senior
Buenos Aires,Full-Time,Staff (planta permanente),460000,330000,,,10,3,3,0,27,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),320000,250000,,,1,1,1,0,25,Junior
Mendoza,Full-Time,Staff (planta permanente),187200,156000,,,0,0,0,0,22,Junior
Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),70000,67000,,,1,1,1,0,24,Junior
Buenos Aires,Full-Time,Staff (planta permanente),475000,340000,,,6,2,2,0,32,Senior
Mendoza,Part-Time,Staff (planta permanente),300000,150000,,,6,0,0,0,30,Senior
Buenos Aires,Full-Time,Staff (planta permanente),140000,116000,,,1.5,1.5,1.5,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),160000,130000,,,1,1,1,0,41,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),380000,300000,,,3,0,3,0,22,Semi-Senior
Córdoba,Full-Time,Staff (planta permanente),187000,147000,,,4,5,4,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),269000,269000,,,15,13,6,3,40,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),162000,134000,,,1,0,0,0,31,Junior
Santa Fe,Full-Time,Staff (planta permanente),365000,300000,,,5,0,5,0,28,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000,244000,,,13,3,3,0,41,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),350000,295000,,,3,1.5,1.5,0,27,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),150000,130000,,,1,0,0,0,20,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),300000,,,,1,0,0,0,27,Junior
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),78000,65000,,,0,0,0,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),380000,315000,Cobro parte del salario en dólares,360,2,1,1,0,32,Junior
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),140000,140000,,,1,1,1,0,30,Junior
Córdoba,Full-Time,Staff (planta permanente),415000,351000,Cobro parte del salario en dólares,185,3,0,0,0,32,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),800000,600000,Mi sueldo está dolarizado (pero cobro en moneda local),,0,0,0,0,49,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),250000,250000,Mi sueldo está dolarizado (pero cobro en moneda local),360,1,1,1,0,34,Junior
Buenos Aires,Full-Time,Staff (planta permanente),349000,298000,,,7,1,0,0,30,Senior
Mendoza,Full-Time,Staff (planta permanente),140000,116000,,,0,0,0,0,39,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),700000,490000,,,10,5,5,0,45,Senior
Buenos Aires,Part-Time,Remoto (empresa de otro país),230000,190000,Cobro todo el salario en dólares,180,3,3,3,0,26,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),312823,214671,Cobro parte del salario en dólares,,6,4,4,3,30,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000,250000,,,4,0,0,0,26,Semi-Senior
Buenos Aires,Full-Time,Remoto (empresa de otro país),531406,400109,Cobro parte del salario en dólares,178,6,0,0,0,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),360000,345000,,,20,4,4,3,44,Senior
Buenos Aires,Full-Time,Staff (planta permanente),350000,300000,,,1.5,1.5,1.5,0,26,Junior
Chaco,Full-Time,Staff (planta permanente),400000,310000,,,2,1,0,0,28,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Freelance,250000,250000,,,5,1,1,0,38,Semi-Senior
Entre Ríos,Full-Time,Remoto (empresa de otro país),900000,788000,,,3,1,3,0,27,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),130000,120000,,,10,10,10,0,43,Senior
Buenos Aires,Full-Time,Freelance,400000,300000,Mi sueldo está dolarizado (pero cobro en moneda local),No,1,1,1,0,37,Junior
Córdoba,Full-Time,Staff (planta permanente),150000,150000,,,1,0,1,1,22,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),444000,414000,,,1,0,0,0,24,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),283000,240000,,,8,4,4,6,29,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),455000,415000,,,4,3,2,2,25,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),193000,160000,,,4,3,3,0,28,Semi-Senior
Buenos Aires,Full-Time,Staff (planta permanente),636000,380000,,,23,2,2,8,47,Senior
Mendoza,Full-Time,Tercerizado (trabajo a través de consultora o agencia),90000,70000,,,25,0,4,0,45,Senior
Córdoba,Full-Time,Staff (planta permanente),160000,150000,,,0,0,0,0,21,Junior
Ciudad Autónoma de Buenos Aires,Part-Time,Staff (planta permanente),135000,120000,,,1,1,1,0,21,Junior
Entre Ríos,Full-Time,Staff (planta permanente),160000,135000,,,2,1,1,0,31,Junior
Buenos Aires,Full-Time,Staff (planta permanente),162000,134000,,,0,0,0,0,30,Junior
Entre Ríos,Full-Time,Staff (planta permanente),156000,128000,,,1,1,1,0,26,Junior
Buenos Aires,Full-Time,Remoto (empresa de otro país),160000,150000,,,1,1,1,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),194038,166041,Cobro parte del salario en dólares,,3,3,3,0,30,Semi-Senior
Santa Fe,Full-Time,Staff (planta permanente),239750,199700,,,3,1,1,0,44,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),165000,139000,,,6,3,3,0,26,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),120000,103000,,,0,0,0,0,24,Junior
Buenos Aires,Part-Time,Freelance,200000,200000,Cobro todo el salario en dólares,365,0,0,0,0,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),280000,175000,Cobro parte del salario en dólares,180,0,6,0,16,27,Junior
Córdoba,Full-Time,Remoto (empresa de otro país),330000,310000,Cobro todo el salario en dólares,,1,1,1,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),180000,150000,,,2,2,2,0,28,Junior
Buenos Aires,Part-Time,Staff (planta permanente),160000,140000,,,1,1,1,0,21,Junior
Entre Ríos,Full-Time,Tercerizado (trabajo a través de consultora o agencia),240000,234000,,,2,0,0,0,28,Junior
Tucumán,Full-Time,Staff (planta permanente),300000,249000,,,1,1,1,2,31,Junior
Chaco,Full-Time,Tercerizado (trabajo a través de consultora o agencia),240000,200000,,,0,0,0,0,28,Junior
Córdoba,Full-Time,Staff (planta permanente),138000,112000,,,2,2,1,0,27,Junior
Santa Fe,Full-Time,Freelance,180000,160000,,,4,2,2,0,30,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),265000,220000,,,15,1,1,2,38,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),750000,550000,,,10,0,0,0,36,Senior
Santa Fe,Full-Time,Staff (planta permanente),92000,92000,,,0,0,0,0,22,Junior
Buenos Aires,Full-Time,Staff (planta permanente),400000,300000,,,24,15,12,4,42,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),510000,420000,,,15,8,8,5,46,Senior
Córdoba,Full-Time,Staff (planta permanente),182334,151338,,,1.5,1.5,1,0,25,Junior
Córdoba,Full-Time,Staff (planta permanente),280800,233067,,,2,2,2,0,26,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),304000,252000,,,2,1,1,0,27,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),330000,275000,,,4,0,4,0,29,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),900000,680000,,,20,0,0,0,46,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),300000,249000,,,11,9,1,5,37,Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),220000,182000,,,0,0,0,0,29,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),204918,177300,,,3,1,1,0,26,Semi-Senior
Mendoza,Full-Time,Staff (planta permanente),140000,,,,0,0,0,0,25,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Remoto (empresa de otro país),1700000,1700000,Cobro todo el salario en dólares,370,12,1,1,0,33,Senior
Córdoba,Part-Time,Tercerizado (trabajo a través de consultora o agencia),86000,86000,,,0,0,0,0,23,Junior
Mendoza,Full-Time,Staff (planta permanente),150000,124000,Mi sueldo está dolarizado (pero cobro en moneda local),,8,4,4,0,36,Senior
Córdoba,Full-Time,Tercerizado (trabajo a través de consultora o agencia),260000,220000,,,5,1.5,1.5,1,24,Semi-Senior
Ciudad Autónoma de Buenos Aires,Full-Time,Tercerizado (trabajo a través de consultora o agencia),210000,180000,,,2,0,0,0,24,Junior
Santa Fe,Full-Time,Tercerizado (trabajo a través de consultora o agencia),96000,80000,,,2,2,2,0,30,Junior
Ciudad Autónoma de Buenos Aires,Full-Time,Staff (planta permanente),365670,295640,Cobro todo el salario en dólares,El oficial del banco nación,5,2,2,0,26,Semi-Senior
